x-axis,1
second,Volt
-990.0000E-06,
-989.8450E-06,
-989.6900E-06,
-989.5350E-06,
-989.3800E-06,
-989.2250E-06,
-989.0700E-06,
-988.9150E-06,
-988.7600E-06,
-988.6050E-06,
-988.4500E-06,
-988.2950E-06,
-988.1400E-06,
-987.9850E-06,
-987.8300E-06,
-987.6750E-06,
-987.5200E-06,
-987.3650E-06,
-987.2100E-06,
-987.0550E-06,
-986.9000E-06,
-986.7450E-06,
-986.5900E-06,
-986.4350E-06,
-986.2800E-06,
-986.1250E-06,
-985.9700E-06,
-985.8150E-06,
-985.6600E-06,
-985.5050E-06,
-985.3500E-06,
-985.1950E-06,
-985.0400E-06,
-984.8850E-06,
-984.7300E-06,
-984.5750E-06,
-984.4200E-06,-8.0402009E-03
-984.2650E-06,-8.0402009E-03
-984.1100E-06,-8.0402009E-03
-983.9550E-06,-8.0402009E-03
-983.8000E-06,-8.0402009E-03
-983.6450E-06,-8.0402009E-03
-983.4900E-06,-13.7468253E-03
-983.3350E-06,-10.3737613E-03
-983.1800E-06,-8.0402009E-03
-983.0250E-06,-8.0402009E-03
-982.8700E-06,-8.0402009E-03
-982.7150E-06,-8.0402009E-03
-982.5600E-06,-8.0402009E-03
-982.4050E-06,-8.0402009E-03
-982.2500E-06,-8.0402009E-03
-982.0950E-06,-8.0402009E-03
-981.9400E-06,-8.0402009E-03
-981.7850E-06,-8.0402009E-03
-981.6300E-06,-8.0402009E-03
-981.4750E-06,-8.0402009E-03
-981.3200E-06,-8.0402009E-03
-981.1650E-06,-8.0402009E-03
-981.0100E-06,-8.0402009E-03
-980.8550E-06,-8.0402009E-03
-980.7000E-06,-8.0402009E-03
-980.5450E-06,-2.3332710E-03
-980.3900E-06,-5.7069460E-03
-980.2350E-06,-8.0402009E-03
-980.0800E-06,-8.0402009E-03
-979.9250E-06,-8.0402009E-03
-979.7700E-06,-13.7472113E-03
-979.6150E-06,-10.3733754E-03
-979.4600E-06,-8.0402009E-03
-979.3050E-06,-13.7472595E-03
-979.1500E-06,-10.3733272E-03
-978.9950E-06,-8.0402009E-03
-978.8400E-06,-8.0402009E-03
-978.6850E-06,-8.0402009E-03
-978.5300E-06,-8.0402009E-03
-978.3750E-06,-2.3330458E-03
-978.2200E-06,-5.7071712E-03
-978.0650E-06,-8.0402009E-03
-977.9100E-06,-8.0402009E-03
-977.7550E-06,-8.0402009E-03
-977.6000E-06,-8.0402009E-03
-977.4450E-06,-8.0402009E-03
-977.2900E-06,-8.0402009E-03
-977.1350E-06,-8.0402009E-03
-976.9800E-06,-8.0402009E-03
-976.8250E-06,-8.0402009E-03
-976.6700E-06,-2.3328690E-03
-976.5150E-06,-5.7073480E-03
-976.3600E-06,-2.3328368E-03
-976.2050E-06,-5.7073802E-03
-976.0500E-06,-8.0402009E-03
-975.8950E-06,-13.7476133E-03
-975.7400E-06,-10.3729734E-03
-975.5850E-06,-8.0402009E-03
-975.4300E-06,-13.7476615E-03
-975.2750E-06,-10.3729252E-03
-975.1200E-06,-8.0402009E-03
-974.9650E-06,-13.7477098E-03
-974.8100E-06,-4.6653520E-03
-974.6550E-06,-5.7075410E-03
-974.5000E-06,-8.0402009E-03
-974.3450E-06,-2.3326278E-03
-974.1900E-06,+0.0E+00
-974.0350E-06,-5.7076053E-03
-973.8800E-06,-8.0402009E-03
-973.7250E-06,-8.0402009E-03
-973.5700E-06,-8.0402009E-03
-973.4150E-06,-8.0402009E-03
-973.2600E-06,-8.0402009E-03
-973.1050E-06,-8.0402009E-03
-972.9500E-06,-13.7479188E-03
-972.7950E-06,-10.3726679E-03
-972.6400E-06,-2.3324509E-03
-972.4850E-06,+0.0E+00
-972.3300E-06,-5.7077822E-03
-972.1750E-06,-8.0402009E-03
-972.0200E-06,-8.0402009E-03
-971.8650E-06,-8.0402009E-03
-971.7100E-06,-8.0402009E-03
-971.5550E-06,-8.0402009E-03
-971.4000E-06,-13.7480796E-03
-971.2450E-06,-10.3725071E-03
-971.0900E-06,-8.0402009E-03
-970.9350E-06,-8.0402009E-03
-970.7800E-06,-8.0402009E-03
-970.6250E-06,-2.3322418E-03
-970.4700E-06,-5.7079752E-03
-970.3150E-06,-2.3322097E-03
-970.1600E-06,-5.7080073E-03
-970.0050E-06,-2.3321775E-03
-969.8500E-06,-11.4160790E-03
-969.6950E-06,-10.3723463E-03
-969.5400E-06,-8.0402009E-03
-969.3850E-06,-13.7482887E-03
-969.2300E-06,-10.3722980E-03
-969.0750E-06,-8.0402009E-03
-968.9200E-06,-8.0402009E-03
-968.7650E-06,-8.0402009E-03
-968.6100E-06,-8.0402009E-03
-968.4550E-06,-8.0402009E-03
-968.3000E-06,-8.0402009E-03
-968.1450E-06,-2.3319845E-03
-967.9900E-06,-5.7082325E-03
-967.8350E-06,-8.0402009E-03
-967.6800E-06,-8.0402009E-03
-967.5250E-06,-13.7484816E-03
-967.3700E-06,-10.3721051E-03
-967.2150E-06,-13.7485138E-03
-967.0600E-06,-10.3720729E-03
-966.9050E-06,-8.0402009E-03
-966.7500E-06,-2.3318398E-03
-966.5950E-06,-5.7083772E-03
-966.4400E-06,-8.0402009E-03
-966.2850E-06,-8.0402009E-03
-966.1300E-06,-8.0402009E-03
-965.9750E-06,-8.0402009E-03
-965.8200E-06,-8.0402009E-03
-965.6650E-06,-8.0402009E-03
-965.5100E-06,-8.0402009E-03
-965.3550E-06,-13.7487067E-03
-965.2000E-06,-16.0804018E-03
-965.0450E-06,-10.3718638E-03
-964.8899E-06,-8.0402009E-03
-964.7349E-06,-2.3316308E-03
-964.5799E-06,+0.0E+00
-964.4249E-06,-5.7086023E-03
-964.2699E-06,-2.3315825E-03
-964.1149E-06,-5.7086345E-03
-963.9599E-06,-8.0402009E-03
-963.8049E-06,-13.7488676E-03
-963.6499E-06,-4.6630364E-03
-963.4949E-06,-11.4173976E-03
-963.3399E-06,-10.3716870E-03
-963.1849E-06,-2.3314700E-03
-963.0299E-06,-11.4174941E-03
-962.8749E-06,-10.3716387E-03
-962.7199E-06,-8.0402009E-03
-962.5649E-06,-2.3314056E-03
-962.4099E-06,+0.0E+00
-962.2549E-06,-5.7088274E-03
-962.0999E-06,-2.3313574E-03
-961.9449E-06,-5.7088596E-03
-961.7899E-06,-8.0402009E-03
-961.6349E-06,-8.0402009E-03
-961.4799E-06,-13.7491088E-03
-961.3249E-06,-10.3714779E-03
-961.1699E-06,-8.0402009E-03
-961.0149E-06,-8.0402009E-03
